Scheme Code,Scheme Name
120529,Aditya Birla Sun Life Buy India Fund - Growth - Direct Plan
120531,Invesco India Gold Fund - Direct Plan- - Growth
120533,Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan
120537,Invesco India Liquid Fund - Direct Plan - Growth
120539,Aditya Birla Sun Life New Millennium Fund - Growth - Direct Plan
120541,Invesco India Ultra Short Term Fund - Direct Plan - Growth
120546,Aditya Birla Sun Life Gold Fund - Growth - Direct Plan
120548,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Growth /Payment - Direct Plan
120552,Religare Invesco Monthly Income Plan - Direct Plan - Growth Option
120554,Invesco India Regular Savings Fund - Direct Plan  - Growth
120557,Religare Invesco Overnight Fund - Direct Plan - Growth
120560,Invesco India Short Term Fund - Direct Plan - Growth
120564,Aditya Birla Sun Life Equity Fund - Growth - Direct Plan
120570,Invesco India Treasury Advantage Fund - Direct Plan - Growth
120572,Aditya Birla Sun Life Monthly Income - Growth - Direct Plan
120575,SBI FMCG FUND - DIRECT PLAN - GROWTH
120578,SBI IT FUND - DIRECT PLAN - GROWTH
120582,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth
120586,ICICI Prudential Focused Bluechip Equity Fund - Direct Plan -  Growth
120587,ICICI Prudential FMCG Fund - Direct Plan -  Growth
120590,ICICI Prudential Long Term Gilt Fund - Direct Plan - Growth
120591,ICICI Prudential Indo Asia Equity Fund - Direct Plan -  Growth
120592,ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan -  Growth
120594,ICICI Prudential Technology Fund - Direct Plan -  Growth
120596,ICICI Prudential Top 100 Fund - Direct Plan -  Growth
120599,ICICI Prudential Multicap Fund - Direct Plan -  Growth
120603,ICICI Prudential Long Term - Direct Plan -  Growth
120605,ICICI Prudential Gilt Fund Investment Plan PF Option - Direct Plan -Growth Option
120608,ICICI Prudential Short Term Gilt Fund - Direct Plan -  Growth
120611,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan -Growth Option
120616,ICICI Prudential MIP - 25 - Direct Plan -  Growth
120619,ICICI Prudential Income Opportunities Fund - Direct Plan -  Growth
120621,ICICI Prudential Infrastructure Fund - Direct Plan -  Growth
120623,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Growth
120625,ICICI Prudential Interval Fund Annual Interval Plan I - Direct Plan -  Growth
120627,ICICI Prudential Interval Fund Annual Interval Plan II - Direct Plan -  Growth
120629,ICICI Prudential Interval Fund Annual Interval Plan III - Direct Plan -  Growth
120631,ICICI Prudential Interval Fund Annual Interval Plan IV - Direct Plan -  Growth
120633,ICICI Prudential Interval Fund Half Yearly Interval Plan II - Direct Plan -  Growth
120636,ICICI Prudential Interval Fund Monthly Interval Plan I - Direct Plan -  Growth
120638,ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Direct Plan -  Growth
120639,ICICI Prudential Interval Fund II Quarterly Interval - Direct Plan -  Growth
120642,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Direct Plan -  Growth
120643,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Direct Plan -  Growth
120646,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Growth
120649,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan - Growth
120652,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Growth
120655,ICICI Prudential Interval Fund III Quarterly Interval - Direct Plan -  Growth
120656,UTI - Master Share-Growth Option - Direct
120658,UTI - Master Plus Unit Scheme-Growth Option - Direct
120661,ICICI Prudential Interval Fund V Monthly Interval Plan A - Direct Plan - Growth
120662,UTI - Equity Fund-Growth Option - Direct
120665,UTI - TOP 100 Fund- Growth Option - Direct
120668,ICICI Prudential MIP - Direct Plan -  Growth
120670,ICICI Prudential Corporate Bond Fund - Direct Plan -  Growth
120674,UTI - Balanced Fund-Growth - Direct
120676,ICICI Prudential Regular Income Fund - Direct Plan -  Growth
120679,ICICI Prudential Moderate - Direct Plan -  Growth
120682,UTI - MNC Fund (UGS 10000)-Growth Option - Direct
120684,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth
120685,ICICI Prudential Regular Gold Savings Fund - Direct Plan -  Growth
120688,ICICI Prudential Exports and Other Services Fund - Direct Plan - Growth
120689,UTI Bond Fund-Growth - Direct
120692,ICICI Prudential Ultra Short Term - Direct Plan -  Growth
120699,UTI - Master Value Fund-Growth Option-Direct
120700,ICICI Prudential Very Aggressive - Direct Plan -  Growth
120702,ICICI Prudential Dynamic Accrual Plan - Direct Plan -  Growth
120704,Aditya Birla Sun Life MIP - Direct Plan - Growth
120705,Aditya Birla Sun Life MIP II - Wealth 25 Plan - Growth / Payment - Direct Plan
120706,Aditya Birla Sun Life MIP II - Savings 5 Plan - Growth / Payment - Direct Plan
120711,ICICI Prudential Regular Savings Fund - Direct Plan -  Growth
120715,UTI - Long Term Equity Fund (Tax Saving) - Direct Plan - Growth Option
120716,UTI - NIFTY Index Fund-Growth Option- Direct
120718,UTI - Short Term Income Fund -Institutional Growth Option- Direct
120722,ICICI Prudential Select Large Cap Fund - Direct Plan -  Growth
120724,UTI CCP Advantage Fund - Growth- Direct
120726,UTI Mid Cap Fund-Growth Option- Direct
120728,UTI Infrastructure Fund-Growth Option- Direct
120731,UTI-Transpotation and Logistics  Fund-Growth Option- Direct
120733,UTI Banking Sector Fund-Growth Option- Direct
120735,UTI - Treasury Advantage Fund - Institutional-Growth- Direct
120743,ICICI Prudential Income - Direct Plan - Growth
120746,UTI - FLOATING RATE STP-GROWTH-direct
120749,UTI-Dividend Yield Fund.-Growth-Direct
120751,UTI Opportunities Fund-Growth Option-Direct
120754,ICICI Prudential Short Term - Direct Plan - Growth Option
120757,UTI Bluechip Flexicap Fund - Direct Plan - Growth Option
120759,UTI Contra Fund-Growth-Growth Option-Direct
120760,UTI - Wealth Builder Fund - Growth Option-Direct
120762,UTI Dynamic Bond Fund - Direct Plan - Growth Option
120764,UTI Income Opportunities Fund  - Growth Option-Direct
120767,UTI Services Industries Fund-Growth Option- Direct
120770,UTI Energy Fund-Growth Option-Direct
120773,UTI Smart Woman Savings Plan - Growth Option- Direct
120776,UTI - MIS-Growth-Direct
120779,UTI - MIS-ADVANTAGE-GROWTH-Direct
120782,UTI Pharma & Healthcare Fund-Growth Option- Direct
120785,UTI - G-Sec Fund-STP Growth- Direct
120788,UTI - CRTS 81 - Growth Option- Direct
120792,UTI - GILT ADVANTAGE-LONG TERM-GROWTH- Direct
120795,UTI Spread Fund - Growth Option- Direct
120799,Reliance Yearly Interval Fund - Series 1 - Direct Plan - Growth Plan - Growth Option
120819,Escorts Balanced Fund-Growth Option-Direct Plan
120821,Escorts Gilt Plan-GROWTH OPTION-Direct Plan
120822,Escorts Growth Plan-DIVIDEND OPTION-Direct Plan
120823,Escorts Growth Plan-GROWTH OPTION-Direct Plan
120826,Escorts High Yield Equity Plan - Growth Option-Direct Plan
120828,Escorts Income Bond-Growth Option-Direct Plan
120830,Escorts Income Plan-Growth Option-Direct Plan
120833,Escorts Infrastructure Fund - Growth Option-Direct Plan
120834,Escorts Leading Sectors Fund - Growth Option-Direct Plan
120837,Escorts Liquid Plan-Growth Option-Direct Plan
120841,Escorts Opportunities Fund-Growth Option-Direct Plan
120843,Escorts Power & Energy Fund - Growth Option-Direct Plan
120845,Escorts Short Term Debt Fund-Growth Option-Direct Plan
120847,Escorts Tax Plan-Growth Option-Direct Plan
120955,Reliance Yearly Interval Fund - Series 2 - Direct Plan - Growth Plan - Growth Option
121153,Indiabulls Income Fund - Direct Plan - Growth Option
121268,DWS Banking and PSU Debt fund- Direct Plan-Growth
121279,IDFC Banking & PSU Debt Fund-Direct Plan- Growth Option
121624,Morgan Stanley Gilt Fund - Direct Growth
121662,SAHARA INTERVAL FUND QUARTERLY PLAN-SERIES 1 GROWTH Option - Direct
121701,Reliance Yearly Interval Fund - Series 5 - Direct Plan - Growth Plan - Growth Option
122374,BNP Paribas Government Securities Fund - Direct Plan - Growth Option
122389,MOF25- Direct Plan Growth Option
122639,Parag Parikh Long Term Equity Fund - Direct Plan - Growth
122646,Aditya Birla Sun Life Floating Rate Fund-Long Term Plan-Direct Plan-Growth
122653,Reliance Yearly Interval Fund - Series 8 - Direct Plan - Growth Plan - Growth Option
122715,IIFL Dynamic Bond Fund Direct Plan Growth
122726,Reliance Yearly Interval Fund - Series 9 - Direct Plan - Growth Plan - Growth Option
123012,JPMorgan US Value Equity Offshore Fund - Direct Plan - Growth Option
123141,Morgan Stanley Ultra Short Term Fund-Direct Growth
123637,IDBI Equity Advantage Fund - Growth Direct
123654,ICICI Prudential Global Stable Equity Fund - Direct - Growth
123693,Kotak Banking and PSU Debt Direct - Growth
123704,Indiabulls Short Term Fund - Direct Plan - Growth Option
123905,JPMorgan India Banking and PSU Debt Fund - Direct Plan - Growth Option
124091,IIFL SHORT TERM INCOME FUND DIRECT PLAN  GROWTH OPTION
124175,DSP BlackRock Banking & PSU Debt Fund - Direct Plan - Growth
124234,MOFUSTF -Direct Plan- Growth
124679,Reliance Interval Fund - II - Series 1 -Direct Plan -Growth Option
124749,Reliance Interval Fund - II - Series 2 - Direct Plan - Growth Plan - Growth Option
124753,Reliance Interval Fund - II - Series 3 - Direct Plan - Growth Plan - Growth Option
124876,Reliance Interval Fund - II - Series 4-Direct Plan-Growth Plan -Growth Option
125307,DHFL Pramerica Midcap Opportunities Fund - Direct Plan - Growth Option
125345,IIFL LIQUID FUND DIRECT PLAN  GROWTH
125383,PineBridge India - US Equity Fund - Direct Plan - Growth option
125497,SBI Small & Midcap - Direct Plan - Growth
125503,SBI Treasury Advantage Fund - Direct Plan - Growth
125510,SBI Benchmark Gsec Fund - Direct Plan- Growth Option
125597,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth
125785,Birla Sun Life Fixed Term Plan - Series JE (368 days) - Direct Plan-Growth
126353,Invesco India Feeder - Invesco Pan European Equity Fund - Direct Plan - Growth Option
126393,DSP BlackRock Dynamic Asset Allocation Fund - Direct Plan - Growth
126455,DWS Inflation Indexed Bond Fund - Direct Plan - Growth
126619,JPMorgan Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan
126646,UTI FTIF Series XVII -VII (465 DAYS)- Growth Option - Direct
126685,Canara Robeco Medium Term Opportunities Fund - Direct Plan - Growth
126940,UTI Banking & PSU Debt Fund- Growth Option - Direct
127042,MOF30-Direct Plan-Growth Option
127071,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Growth Direct
127093,DWS FIXED MATURITY PLAN - SERIES 47 - DIRECT PLAN -GROWTH
127152,JPMorgan India Government Securities Fund - Direct Plan - Growth Option
127181,IDBI Credit Risk Fund Growth Direct
127305,BNP Paribas Medium Term Income Fund - Direct Plan - Growth Option
127423,DWS Medium Term Income Fund- Direct Plan- Growth
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN  GROWTH
127967,DHFL Pramerica Income Fund - Direct Plan- Growth Option
128006,Kotak Medium Term Fund - Direct Growth
128051,HDFC Corporate Debt Opportunities Fund - Direct Option - Growth Option
128236,IDBI DIVERSIFIED EQUITY FUND Growth Direct
128629,HDFC BANKING AND PSU DEBT FUND - Direct Plan - Growth Option
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth
129046,MOF35-Direct Plan-Growth Option
129052,HDFC ARBITRAGE FUND WHOLESALE PLAN GROWTH OPTION DIRECT PLAN
129188,Invesco India Feeder - Invesco Global Equity Income Fund - Direct Plan - Growth
129193,HSBC Managed Solutions - Moderate - Growth Direct
129197,HSBC Managed Solutions - Convervative - Growth Direct
129200,HSBC Managed Solutions - Growth - Growth Direct
129201,HSBC Managed Solutions - Growth - Dividend Direct
129212,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Direct Plan Growth
129220,L&T Emerging Businesses Fund - Direct Plan - Growth
129312,ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option
129440,Franklin India Feeder - Franklin European Growth Fund - Direct - Growth
129441,Franklin India Feeder - Franklin European Growth Fund - Direct - Dividend
129649,Union Small Cap Fund - Direct Plan - Growth Option
129725,Principal Index Fund- Midcap- Direct Plan - Growth
129987,JPMorgan India Top 100 Fund - Direct Plan - Growth Option
130050,Reliance Corporate Bond Fund - Direct Plan - Growth Option
130206,Edelweiss Arbitrage Fund- Direct Plan- Growth Option
130268,JPMorgan Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option
130314,Axis Fixed Income Opportunities Fund - Direct Plan - Growth
130450,L&T Arbitrage Opportunities Fund - Direct Plan - Growth
130479,BNP PARIBAS OVERNIGHT FUND -- DIRECT PLAN - GROWTH OPTION
130493,DSP BlackRock Global Allocation Fund - Direct Plan - Growth
130498,HDFC Large Cap Fund - Direct Growth Plan
130503,HDFC Small Cap Fund - Direct Growth Plan
130543,HDFC Dynamic PE Ratio Fund of Funds - Direct Growth
130555,HDFC Inflation Indexed Bond Fund - Direct Growth
130722,Invesco India Credit Risk Fund - Direct Plan - Growth
130773,Axis Enhanced Arbitrage Fund - Direct Plan - Growth
130825,L&T Business Cycles Fund - Direct Plan - Growth
130860,Reliance Japan Equity Fund- Direct Plan- Growth Plan- Growth Option
130861,Reliance Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option
130994,DWS Arbitrage Fund - Direct Plan - Growth
131061,ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Growth
131136,DWS Corporate Debt Opportunities Fund - Direct Plan - Growth
131164,UTI Multi Cap Fund - Growth Option - Direct
131219,JPMorgan India Corporate Debt Opportunities Fund - Direct Plan - Growth Option
131301,DSP BlackRock 10Y G-Sec Fund - Direct Plan - Growth
131355,IDFC DEF_Direct Plan_Growth
131373,Kotak Equity Savings Fund - Direct - Growth
131412,JPMorgan India Equity Income Fund - Direct Plan - Growth Option
131580,IIFL India Growth Fund-Direct Plan-Growth
131581,IIFL India Growth Fund - Direct Plan - Dividend
131670,Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option
131739,Aditya Birla Sun Life Tax Savings Fund - Direct Plan - Growth Option
131865,Aditya Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Direct Plan - Growth Option
131898,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - Direct Plan - Growth Option
131901,Aditya Birla Sun Life 5 Star Multi Manager FoF Scheme - Direct Plan - Growth Option
132009,Aditya Birla Sun Life Global Real Estate Fund - Retail Plan - Direct Plan - Growth Option
132120,Aditya Birla Sun Life Latin America Equity Fund - Direct Plan - Growth Option
132140,Aditya Birla Sun Life Global Commodities Fund - Direct plan - Growth Option
132183,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option
132185,Aditya Birla Sun Life Financial Planning Fund - Prudent Plan - Direct Plan - Growth Option
132186,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option
132756,Tata India Tax Savings Fund-Growth-Direct Plan
132783,SBI INFLATION INDEXED BOND FUND - DIRECT PLAN - GROWTH
132989,Franklin India Multi - Asset Solution Fund - Growth Plan - Direct
132995,Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth
133035,Kotak Balance - Direct Growth
133181,Indiabulls Arbitrage Fund - Direct Plan - Growth Option
133265,Reliance Gilt Securities Fund- Direct Plan- Growth Plan- Bonus Option
133386,MOFLTE - Direct Plan - Growth Option
133489,JPMorgan India Economic Resurgence Fund - Direct Plan - Growth Option
133516,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth
133568,Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option
133569,Reliance Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option
133604,L&T Resurgent India Corporate Bond Fund - Direct Plan - Growth
133629,Reliance Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option
133630,Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option
133710,LIC MF Midcap Fund-Direct Plan-Growth
133714,HSBC Global Consumer Opportunities Fund - Growth Direct
133791,Kotak Corporate Bond Fund- Direct Plan- Growth Option
133801,Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option
133810,Kotak Low Duration Fund- Direct Plan- Growth Option
133816,Kotak World Gold Fund- Direct Plan- Growth Option
133831,Kotak US Equity Fund - Direct Plan - Growth option
133839,DHFL Pramerica Diversified Equity Fund - Direct Plan - Growth Option
133859,SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH
133925,DSP BlackRock Low Duration Fund - Direct Plan - Growth
134017,LIC MF Banking and Financial Services Fund-Direct Plan-Growth
134045,Baroda Pioneer ELSS 96 Plan B(Direct) -Growth Option
134110,SBI Dynamic Asset Allocation Fund - Direct Plan - Growth
134150,JPMorgan India Balanced Advantage Fund - Direct Plan - Growth Option
134363,Sundaram Banking & PSU Debt Fund - Direct Growth
134387,Aditya Birla Sun Life Corporate Bond Fund - Direct Plan - Growth
134494,Quantum Dynamic Bond Fund - Direct Plan Growth Option
134503,UTI Medium Term Fund - Direct Plan - Growth Option
134547,Reliance Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option
134552,Reliance Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option
134594,Reliance Equity Savings Fund- Direct Plan- Growth Plan-Growth Option
134595,Reliance Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option
134643,SBI Equity Savings Fund - Direct Plan - Growth
134813,Mirae Asset Hybrid-Equity Fund -Direct Plan-Growth
134923,Reliance US Equity Opportunites Fund- Direct Plan- Growth Plan- Growth Option
135120,Axis Equity Saver Fund - Direct Plan - Growth
135341,Indiabulls Value Discovery Fund - Direct Plan - Growth Option
135601,DHFL Pramerica Long Term Equity Fund - Direct Plan - Growth Option
135654,Essel Long Term Advantage Fund- Direct Plan- Growth Option
135677,Essel Large & Midcap Fund- Direct Plan- Growth Option
135689,Indiabulls Savings Income Fund-Direct Plan-Growth Option
135749,Principal Aseet Allocation Fund of Funds - Aggressive Plan - Direct Sub-Plan - Growth
135751,Principal Asset Allocation Fund of Funds - Conservative Plan - Direct Sub-Plan - Growth
135753,Principal Asset Allocation Fund of Funds - Moderate Plan - Direct Sub-Plan - Growth
135762,Axis Children's Gift Fund - Lock in - Direct Growth
135764,Axis Children's Gift Fund - without Lock in - Direct Growth
135781,Mirae Asset Tax Saver Fund-Direct Plan -Growth
135793,Tata Banking And Financial Services Fund-Direct Plan-Growth
135800,Tata Digital India Fund-Direct Plan-Growth
135805,Tata India Consumer Fund-Direct Plan-Growth
135810,Tata India Pharma & Healthcare Fund-Direct Plan-Growth
135813,Tata Resources & Energy Fund-Direct Plan-Growth
135916,IDFC CBF_Direct Plan_Growth
136567,DSP BlackRock Equity Savings Fund - Direct Plan - Growth
138270,DHFL Pramerica Short Maturity Fund - Direct Plan - Growth
138299,DHFL Pramerica Insta Cash Fund - Direct Plan - Growth
138312,DHFL Pramerica Large Cap Fund - Direct Plan - Growth
138330,DHFL Pramerica Premier Bond Fund - Direct Plan - Growth
138358,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Growth
138376,DHFL Pramerica Equity Income Fund - Direct Plan - Growth
138386,DHFL Pramerica Balanced Advantage Fund - Direct Plan - Growth
138394,DHFL Pramerica Tax Plan - Direct Plan - Growth
138443,DHFL Pramerica Low Duration Fund - Direct Plan - Growth
138456,DHFL Pramerica Euro Equity Fund - Direct Plan - Growth
138464,DHFL Pramerica Income Advantage Fund - Direct Plan - Growth
138472,DHFL Pramerica Gilt Fund - Direct Plan - Growth
138509,DHFL Pramerica Short Term Floating Rate Fund - Direct Plan - Growth
138528,DHFL Pramerica Global Agribusiness Offshore Fund - Direct Plan - Growth
138564,DHFL Pramerica Banking and PSU Debt fund- Direct Plan-Growth
138659,DHFL Pramerica Inflation Indexed Bond Fund - Direct Plan - Growth
138677,DHFL Pramerica FIXED MATURITY PLAN - SERIES 47 - DIRECT PLAN -GROWTH
138693,DHFL Pramerica Medium Term Income Fund- Direct Plan- Growth
138875,DHFL Pramerica Arbitrage Fund - Direct Plan - Growth
138898,DHFL Pramerica Credit Opportunities Fund - Direct Plan - Growth
139221,Principal Arbitrage Fund - Direct Plan - Growth
139235,Canara Robeco Liquid -Unclaimed Redemption and Dividend Plan -Direct Growth Option
139257,JM High Liquidity Fund Unclaimed Redemption (Direct) Growth Plan
139258,JM High Liquidity Fund Unclaimed Dividend (Direct) Growth Plan
139259,JM High Liquidity Fund Unclaimed Redemption IEF (Direct) Growth Plan
139260,JM High Liquidity Fund Unclaimed Dividend IEF (Direct) Growth Plan
139527,BOI AXA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH
139538,Mahindra liquid Fund - Direct Plan -Growth
139781,Mahindra Mutual Fund Kar Bachat Yojana Direct Plan - Growth
139872,MOFDYNAMIC - Direct Plan - Growth Option
139971,IDBI Hybrid Equity Fund Growth Direct
140175,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option
140196,Edelweiss Liquid Fund - Direct Plan - Growth Option
140220,Edelweiss Low Duration Fund - Direct Plan - Growth Option
140228,Edelweiss Mid Cap Fund - Direct Plan - Growth Option
140237,Edelweiss Dynamic Bond Fund - Direct Plan - Growth Option
140241,Edelweiss Tax Advantage Fund - Direct Plan - Growth Option
140243,Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option
140251,Edelweiss Short Term Fund - Direct Plan -  Growth Option
140256,Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option
140274,Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option
140286,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option
140296,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan
140298,Edelweiss Government Securities Fund - Direct Plan - Growth Option
140327,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option
140333,Edelweiss Corporate Bond Fund - Direct Plan - Growth Option
140347,Edelweiss Equity Savings Fund - Direct Plan - Growth Option
140353,Edelweiss Multi-Cap Fund - Direct Plan - Growth Option
140357,Edelweiss Balanced Advantage Fund - Direct Plan - Growth Option-deactivated
140382,IDFC Hybrid Equity Fund-Direct Plan-Growth
140386,BNP PARIBAS ENHANCED ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION
140444,Mahindra Dhan Sanchay Equity Savings Yojana -Direct Plan -Growth
140453,Sundaram Smart Nifty 100 Equal Weight Fund - Direct Plan - Growth
140461,IDBI Midcap Fund Growth Direct
140603,IDFC Credit Opportunities Fund-Direct Plan-Growth
140613,Mahindra Low Duration Bachat Yojana - Direct Plan  -Growth
140769,Mirae Asset Dynamic Bond Fund -Direct Plan -Growth
141006,BNP PARIBAS BALANCED FUND- DIRECT PLAN - GROWTH OPTION
141226,Mahindra Mutual Fund Badhat Yojana - Direct Plan - Growth
141248,Union Largecap Fund - Direct Plan - Growth Option
141475,IDBI Small Cap Fund - Growth Direct
141588,Axis Corporate Debt Opportunities Fund - Direct Plan Growth
141642,Axis Dynamic Equity Fund - Direct Plan - Growth
141808,Indiabulls Tax Savings Fund- Direct Plan- Growth Option
141813,BNP Paribas Focused 25 Equity Fund - Direct Plan - Growth Option
141877,DSP BlackRock Equal Nifty 50 Fund - Direct Plan - Growth
141920,IDBI FOCUSED 30 EQUITY FUND - Growth Direct
141925,Axis Multicap Fund - Direct Plan - Growth
142038,Union Balanced Advantage Fund - Direct Plan - Growth Option
142110,Mahindra Unnati Emerging Business Yojana - Direct Plan - Growth
142283,DSP BlackRock Arbitrage Fund - Direct - Growth
142641,Mirae Asser Short Term Fund -Direct Plan- Growth
